,smiles
5877,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12
5878,CN[C@H]1[C@@H](O[C@@H]2/C3=C\C#C[C@H]4O[C@@]4([C@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)c2c(O)ccc3c(C)cc(OC)cc23)O[C@H](C)[C@H](O)[C@@H]1O
5879,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
5880,O=[N+]([O-])c1cccc2c[nH]nc12
5881,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
5882,N[C@H]1CCc2ccccc2[C@H]1O
5883,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
5884,CCn1c2ccccc2c2cc(CNC)ccc21
5885,O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
5886,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
5887,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
5888,O=C(O)c1ccc(N=C(O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1
5889,CC(=O)Nc1ccc(O)cc1
5890,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12
5891,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(C#N)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
5892,N/C=C/OP(=O)(O)O
5893,CCCCCCP(=O)(O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
5894,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
5895,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
5896,NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1
5897,COC(=O)CC1=C(C(=O)O)N[C@@H]([C@@H](C=O)NC(=O)Cc2cccs2)SC1
5898,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
5899,C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1
5900,[131I-]
5901,O=c1[nH]c(=O)n(COCCO)cc1Sc1ccccc1
5902,COc1ccc2[nH]cc(CCN(C)C)c2c1
5903,CC(C)[C@H](N=C(O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(C)C)C(=O)C(F)(F)F
5904,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1[O-]
5905,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
5906,C[C@@H](NC=O)NC(=O)[C@H](C)NC(=O)OC(C)(C)C
5907,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](S[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C2O)cc1
5908,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
5909,O=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1
5910,CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1
5911,CCCCCCCC/C=C\CCCCCCCCOC(=O)[C@H](O)CO
5912,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
5913,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-]
5914,C[C@H](C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1
5915,O=C(O)c1ccc(Cc2ccccc2Cl)o1
5916,O=C(O)C1=CCCNC1
5917,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
5918,CCNC(=O)OC
5919,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C
5920,C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(OCc4ccccc4)ccc3n2Cc2cccc(C(=N)N)c2)cc1
5921,N/C=C\S
5922,C1=Cc2ccccc2NN=C1
5923,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1
5924,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@H](C)N[C@H](C)C4)cc3)n[nH]2)cc(OC)c1
5925,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5
5926,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
5927,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCNC1=O
5928,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
5929,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCCN
5930,NCC[C@H](N)C(=O)O
5931,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
5932,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
5933,C=C(Br)CO
5934,N#Cc1cnn2c(NCCc3cnc[nH]3)nc(Nc3ccccc3)nc12
5935,O=C[C@H](CC(=O)O)NC(=O)c1cncc(-c2ccc(C(=O)O)cc2)c1
5936,O=C(c1cc(Cc2nnc(O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
5937,C[C@](O)(COc1ccc([N+](=O)[O-])cc1)[C@@H](O)Nc1ccc(C#N)c(C(F)(F)F)c1
5938,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
5939,CCCCCCCCCCNC(=O)NC1CCCCC1
5940,C[C@@H](CNS(C)(=O)=O)c1ccc(-c2ccc([C@@H](C)CNS(C)(=O)=O)cc2)cc1
5941,O[C@H]([C@@H]1CO1)[C@@H](O)[C@H]1CO1
5942,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
5943,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1
5944,COc1ccccc1-c1ccc(C(=O)O)o1
5945,NC(=O)c1nc(F)cnc1O
5946,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
5947,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
5948,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O
5949,O=C(O)c1cc(I)cc(I)c1O
5950,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1)CCOP(=O)(O)O
5951,NCCCNCCCCNCCCN
5952,CC(N)Cc1ccc2c(c1)OCO2
5953,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
5954,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1
5955,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
5956,CCCCCC[C@H]([C@H](C)O)n1cnc2c(N)ncnc21
5957,CC(C)(O)c1ccccc1-c1ccc2nc(/C=C/c3ccc(C(F)(F)F)cc3)[nH]c2c1
5958,C[C@]1(C(=O)O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](C(=O)O)OC(O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O1
5959,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
5960,CCCCNS(=O)(=O)c1ccccc1
5961,Cc1cccc(C)c1NC(=O)C1CCCCN1C
5962,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
5963,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
5964,Oc1c(Br)cc(-c2nc3ccccc3o2)cc1Br
5965,CCCO[P@@](=O)(O)OP(=O)(O)O
5966,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)NCc4ccccc4)cc32)cn1
5967,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
5968,CCCCC(CC)COC(=O)c1ccccc1
5969,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
5970,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
5971,Nc1cc(F)cc(F)c1
5972,O=C(O)[C@]1(O)C=C[C@@H](O)[C@H](O)C1
5973,O=C(O)CC(CC(=O)O)C(=O)O
5974,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12
5975,O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]
5976,CC(C)C[C@H](NC(=O)c1ccco1)C(=O)O
5977,C[C@H](O)C(=O)O
5978,CC[C@H](C=O)[C@@H](CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O
5979,O=C(O)C(S)C(S)C(=O)O
5980,CNCc1ccc(-c2cccnc2)o1
5981,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
5982,Cc1nc(C(=O)O)nn1-c1cc(Cl)cc(Cl)c1
5983,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(O)=NC[C@H]1CC[C@H](N)CC1
5984,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\C=C/CC1)O[C@@](O)([C@@H]1CSC(O)=N1)C2
5985,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
5986,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
5987,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1
5988,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
5989,N[C@@]1(Cc2ccccc2)CCN2CC[C@@H](C=O)N2C1=O
5990,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
5991,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12
5992,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
5993,NC1=N[C@H](CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21
5994,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
5995,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
5996,O=CCCSC(=O)CC[S-]
5997,CCCCCCCCCCCCCCCC[n+]1ccccc1
5998,O=[N+]([O-])c1cc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc(C(O)=NC(CN2CCOCC2)CN2CCOCC2)c1
5999,CCOC(=O)c1c(C)[nH+]n(-c2ccccc2)c1C
6000,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1
6001,[99Tc]
6002,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1
6003,CCOc1ccnc(CCNC(=S)Nc2ccc(C)cn2)c1F
6004,N[C@@H](Cc1cccc(O)c1)C(=O)O
6005,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
6006,O=[N+]([O-])[O-]
6007,[C-]#[N+]C
6008,CCC(=O)O
6009,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
6010,N[C@@H](Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O
6011,Oc1ccc(Oc2c(Br)cc(CC(O)O)cc2Br)cc1C(O)NCCc1ccccc1
6012,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
6013,C=C(C#N)C(=O)OC(C)CCCCCC
6014,Cn1ncnc1COc1nn2c(-c3c(F)cccc3F)nnc2cc1C1CCC1
6015,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
6016,O=C1C[C@@H](C(=O)O)NC(=O)N1
6017,CC(=O)N[C@@H](Cc1cccc(C(=O)O)c1)B(O)O
6018,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1
6019,CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCO
6020,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
6021,COc1cc(N)c(OC)c(CCOC(=O)c2cc(Cl)c(O)cc2O)c1OC
6022,O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1
6023,ClSSCl
6024,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
6025,[O-][n+]1ccccc1S
6026,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1
6027,O=C(CCCCCCC(=O)Nc1cccnc1)NO
6028,Cc1cc2c(cc1C)[n+](S(=O)(=O)[O-])c1c(O)nc(=O)nc-1n2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
6029,CC/C=C/CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)CC)C(C)C)C(C)O)C(C)CC
6030,CO[C@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O
6031,OC[C@H]1N=C(NO)[C@H](O)[C@@H](O)[C@@H]1O
6032,CCOCCOCCOCC
6033,OCCc1ccc(F)cc1
6034,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
6035,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
6036,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N
6037,CC[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
6038,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1
6039,Cc1ccccc1-c1cc(NCc2ccc[n+]([O-])c2)n2ncc(Br)c2n1
6040,CCC(N)=O
6041,CCN(CC)c1cc(C)nc2ncnn12
6042,N[C@@H](CC1=CC(=O)C(O)=CC1=O)C(=O)O
6043,CCc1ccc(Nc2c(F)c(F)cc(F)c2F)c(CC(=O)O)c1
6044,C#CC(O)(C=CCl)CC
6045,CN(C)C1=N[C@H]2[C@@H](O1)[C@H](CO)[C@@H](O)[C@@H]2O
6046,N[C@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@H]1C(=O)N1CCCC1
6047,OC[C@H]1O[C@@]2(N=C(S)N=C2O)[C@H](O)[C@@H](O)[C@@H]1O
6048,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O
6049,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
6050,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O
6051,CC(C)(C)n1nc(Cc2cccc(O)c2)c2c(N)ncnc21
6052,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12
6053,Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12
6054,CN1CCN(C)c2cc(CN)ccc21
6055,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
6056,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
6057,CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(/C(N)=N\O)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1
6058,OC[C@H]1O[C@@H](N2CNc3c(O)ncnc32)[C@H](O)[C@@H]1O
6059,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
6060,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
6061,CN
6062,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2)cc1
6063,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C)NC1=O
6064,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
6065,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
6066,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12
6067,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1
6068,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
6069,O=C(O)CCc1ccccc1
6070,O=[N+]([O-])c1ccc2c(ccn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c1
6071,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
6072,CCCCN
6073,CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C
6074,Cc1cccc2c(=O)[nH]c(CCCN3CC=C(c4ccc(F)cc4)CC3)nc12
6075,[I-].[K+]
6076,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
6077,Cc1cc(CNC(=O)c2cc(C(=O)NCc3ccc(F)c(C)c3)ncn2)ccc1F
6078,CCc1cc(C(N)=S)ccn1
6079,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
6080,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
6081,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3]
6082,O=P(O)(O)O[P@](=O)(O)[S-]
6083,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1
6084,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)O[C@@H](c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C
6085,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
6086,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O
6087,CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)O
6088,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
6089,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
6090,C#CCN[C@@H]1CCc2ccccc21
6091,O=C(O)[C@H]1CC(=O)N(c2ccccc2O)C1
6092,C[C@@H](O)[C@H](N=C(O)[C@@H]1CSSC[C@H](N=C(O)[C@@H](Cc2ccccc2)N=C(O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(O)=N[C@H](Cc2ccc(O)cc2)C(O)=N[C@H](Cc2c[nH]c3ccccc23)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H]([C@@H](C)O)C(O)=N1)C(=O)O
6093,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
6094,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCOC(CC)C(=O)O
6095,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
6096,O.O=[Si]=O
6097,[B]
6098,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O
6099,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1
6100,O=C(O)[C@H]1C[C@H]1C(=O)Nc1cc(F)ccc1F
6101,CC[C@@H](c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O
6102,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
6103,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
6104,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12
6105,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
6106,O=C(O)CCCCCNC(=O)NC1CCCCC1
6107,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
6108,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
6109,CC(=O)Nc1nc2c(s1)C(=O)NCCC2
6110,CC(C)=CCC/C(C)=C/CSP(=O)(O)OP(=O)(O)O
6111,O=N[O-]
6112,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F
6113,CCn1c(=O)c2c(C)n[nH]c2c2ccccc21
6114,CC(C)SC(=N)N
6115,N=c1nc(O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
6116,CCCCCCCCOCCOCCOCCOCCO
6117,O=Cc1ccc(O)c(O)c1
6118,C[C@H](O)[C@H](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(=O)O
6119,NC[C@H](c1ccccc1)c1ccc(Cl)cc1
6120,N=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(O)n1
6121,O=C(NO)c1ccccc1
6122,CCCCCCCCCCCCCCCC(=O)NCCO
6123,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C
6124,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O
6125,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC
6126,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
